Participant_ID,Referencepoint_Distance,Obstacle_Distance,Correct_Answer
6,265,-30,True
6,265,-20,False
6,265,20,True
6,265,10,True
6,265,15,True
6,265,15,True
6,265,25,True
6,265,-25,True
6,265,-30,True
6,265,10,True
6,265,-10,True
6,265,5,True
6,265,25,True
6,265,-15,True
6,265,30,True
6,265,-20,False
6,265,-5,False
6,265,20,True
6,265,-15,True
6,265,-5,True
6,265,30,True
6,265,-10,True
6,265,5,True
6,265,-25,True
