Participant_ID,Referencepoint_Distance,Obstacle_Distance,Correct_Answer
2,55,15,True
2,55,-30,True
2,55,30,True
2,55,-5,False
2,55,-5,False
2,55,15,True
2,55,10,False
2,55,5,True
2,55,-15,True
2,55,25,True
2,55,30,True
2,55,-30,True
2,55,-25,True
2,55,10,False
2,55,20,True
2,55,20,True
2,55,5,False
2,55,-20,True
2,55,25,True
2,55,-10,True
2,55,-20,True
2,55,-10,True
2,55,-25,True
2,55,-15,True
