Participant_ID,Referencepoint_Distance,Obstacle_Distance,Correct_Answer
2,265,10,True
2,265,25,True
2,265,15,True
2,265,10,True
2,265,-25,True
2,265,-20,True
2,265,5,True
2,265,25,True
2,265,-15,True
2,265,-25,True
2,265,-10,True
2,265,-10,True
2,265,-5,True
2,265,-5,False
2,265,20,True
2,265,-20,True
2,265,30,True
2,265,-15,True
2,265,20,True
2,265,-30,True
2,265,15,True
2,265,-30,True
2,265,5,True
2,265,30,True
