Participant_ID,Referencepoint_Distance,Obstacle_Distance,Correct_Answer
1,125,-20,True
1,125,-15,True
1,125,5,True
1,125,20,False
1,125,15,False
1,125,-10,True
1,125,10,True
1,125,5,False
1,125,-30,True
1,125,10,True
1,125,25,True
1,125,30,True
1,125,-10,True
1,125,30,True
1,125,-25,True
1,125,-20,True
1,125,-30,True
1,125,-15,True
1,125,-25,True
1,125,-5,True
1,125,15,True
1,125,20,True
1,125,-5,True
1,125,25,True
