Participant_ID,Referencepoint_Distance,Obstacle_Distance,Correct_Answer
1,55,30,True
1,55,-20,True
1,55,-5,True
1,55,-10,True
1,55,-15,True
1,55,-10,True
1,55,15,True
1,55,25,True
1,55,-30,True
1,55,5,True
1,55,15,True
1,55,-20,True
1,55,-25,True
1,55,-30,True
1,55,-5,True
1,55,25,True
1,55,30,True
1,55,10,False
1,55,20,True
1,55,10,True
1,55,-25,True
1,55,5,False
1,55,-15,True
1,55,20,True
