Participant_ID,Referencepoint_Distance,Obstacle_Distance,Correct_Answer
3,195,10,True
3,195,15,True
3,195,25,True
3,195,-10,True
3,195,10,True
3,195,5,True
3,195,20,True
3,195,-5,True
3,195,-15,True
3,195,-25,True
3,195,30,True
3,195,-30,True
3,195,-25,True
3,195,15,True
3,195,30,True
3,195,20,True
3,195,-10,True
3,195,5,True
3,195,-5,True
3,195,-20,True
3,195,-30,True
3,195,-20,True
3,195,-15,True
3,195,25,True
