Participant_ID,Referencepoint_Distance,Obstacle_Distance,Correct_Answer
2,125,15,True
2,125,10,True
2,125,-25,True
2,125,-20,True
2,125,-30,True
2,125,-20,True
2,125,30,True
2,125,20,True
2,125,15,True
2,125,-30,True
2,125,-10,True
2,125,25,True
2,125,-5,True
2,125,5,True
2,125,5,True
2,125,20,True
2,125,10,True
2,125,-25,True
2,125,-15,True
2,125,25,True
2,125,-5,True
2,125,-10,True
2,125,-15,True
2,125,30,True
