Subject,trial_id,condition_id,object_number,start_time,end_time,duration,start_position,end_position,distance,hit_try,letter,input_letters,right_letters
6,1,1,1,277.092,278.3686,1.276611,12,17,-90.00002,1,B,,B
6,1,1,2,280.3856,281.8138,1.428131,17,10,126,1,A,,BA
6,1,1,3,283.8244,285.3242,1.499756,10,4,108,1,D,,BAD
6,1,1,4,287.3354,289.3354,2.000061,4,18,108,2,B,,BADB
6,1,1,5,291.346,293.1242,1.778168,18,11,126,1,D,,BADBD
6,1,1,6,295.1353,297.1125,1.977234,11,0,-162,1,C,,BADBDC
6,1,1,7,299.1241,300.5576,1.433502,0,18,35.99998,2,D,BADBDCD,BADBDCD
6,2,1,1,310.9354,312.3796,1.444183,18,11,126,1,D,,D
6,2,1,2,314.3907,315.668,1.277252,11,18,-126,1,B,,DB
6,2,1,3,317.6798,319.4905,1.810699,18,6,-144,1,B,,DBB
6,2,1,4,321.5015,323.4795,1.977997,6,14,-144,1,A,,DBBA
6,2,1,5,325.4962,327.8577,2.36145,14,2,-144,1,C,,DBBAC
6,2,1,6,329.8683,331.4012,1.532837,2,16,108,2,D,,DBBACD
6,2,1,7,333.4135,334.6573,1.243805,16,2,-108,1,C,DBBADBC,DBBACDC
6,3,1,1,344.3022,345.8956,1.593384,2,9,-126,1,D,,D
6,3,1,2,347.9025,350.1236,2.22113,9,18,-162,1,D,,DD
6,3,1,3,352.1348,353.9866,1.851837,18,9,162,1,D,,DDD
6,3,1,4,355.9912,357.2014,1.210236,9,15,-108,1,A,,DDDA
6,3,1,5,359.2133,360.4348,1.221436,15,9,108,1,B,,DDDAB
6,3,1,6,362.4456,364.0567,1.611176,9,17,-144,1,C,,DDDABC
6,3,1,7,366.0686,367.6905,1.621826,17,4,-126,1,C,DDDABCC,DDDABCC
6,4,1,1,380.4026,381.9958,1.593231,4,9,-90,1,D,,D
6,4,1,2,384.0017,385.2468,1.245026,9,15,-108,1,B,,DB
6,4,1,3,387.2621,389.1517,1.889618,15,4,-162,1,A,,DBA
6,4,1,4,391.1572,392.3234,1.166199,4,9,-90,1,C,,DBAC
6,4,1,5,394.3351,395.7076,1.372498,9,2,126,1,D,,DBACD
6,4,1,6,397.7122,399.6345,1.922302,2,13,162,1,B,,DBACDB
6,4,1,7,401.6463,404.5511,2.904877,13,7,108,2,C,DBACDBD,DBACDBC
6,5,1,1,413.946,416.0898,2.143738,7,18,162,1,A,,A
6,5,1,2,418.101,420.057,1.955994,18,9,162,1,C,,AC
6,5,1,3,422.0682,425.0691,3.000824,9,3,108,2,C,,ACC
6,5,1,4,427.0874,429.1567,2.069244,3,13,-180,1,B,,ACCB
6,5,1,5,431.1675,432.3347,1.167236,13,18,-90.00001,1,D,,ACCBD
6,5,1,6,434.3457,436.4122,2.066528,18,6,-144,1,D,,ACCBDD
6,5,1,7,438.424,440.2123,1.788269,6,13,-126,1,A,ACDBDAB,ACCBDDA
6,6,1,1,453.4676,455.0565,1.588898,13,5,144,1,B,,B
6,6,1,2,457.0677,458.3902,1.32254,5,12,-126,1,B,,BB
6,6,1,3,460.4011,461.4011,1.000061,12,7,90,1,B,,BBB
6,6,1,4,463.4123,464.3233,0.9109802,7,2,90,1,D,,BBBD
6,6,1,5,466.334,467.7786,1.44458,2,9,-126,1,A,,BBBDA
6,6,1,6,469.7902,471.0896,1.299377,9,15,-108,1,D,,BBBDAD
6,6,1,7,473.1013,474.4678,1.366455,15,1,-108,1,C,BDDBABD,BBBDADC
6,7,1,1,482.6568,484.5123,1.85553,1,12,162,1,D,,D
6,7,1,2,486.5238,490.3787,3.854858,12,5,126,2,C,,DC
6,7,1,3,492.3898,494.4235,2.033661,5,16,162,1,C,,DCC
6,7,1,4,496.4343,498.1009,1.666565,16,8,144,1,B,,DCCB
6,7,1,5,500.1124,502.4453,2.332977,8,16,-144,2,C,,DCCBC
6,7,1,6,504.4563,506.2239,1.76767,16,8,144,1,B,,DCCBCB
6,7,1,7,508.2347,509.323,1.088287,8,3,90.00001,1,C,DBCBDAC,DCCBCBC
6,8,1,1,517.4783,518.9789,1.500549,3,18,90,2,B,,B
6,8,1,2,520.9901,522.045,1.054993,18,4,-108,1,C,,BC
6,8,1,3,524.0564,525.5573,1.500854,4,11,-126,1,A,,BCA
6,8,1,4,527.5729,529.2115,1.638611,11,18,-126,1,C,,BCAC
6,8,1,5,531.2226,532.6783,1.455688,18,10,144,1,C,,BCACC
6,8,1,6,534.6896,536.3781,1.688416,10,4,108,2,B,,BCACCB
6,8,1,7,538.3892,540.3226,1.933472,4,14,-180,1,A,BCABBCA,BCACCBA
6,9,1,1,553.4011,554.4906,1.089478,14,0,-108,1,B,,B
6,9,1,2,556.5057,557.7727,1.267029,0,6,-108,1,C,,BC
6,9,1,3,559.7785,561.5133,1.734802,6,18,144,2,D,,BCD
6,9,1,4,563.52,564.7784,1.258362,18,11,126,1,C,,BCDC
6,9,1,5,566.7892,568.7672,1.978027,11,3,144,1,C,,BCDCC
6,9,1,6,570.7784,572.9448,2.166382,3,14,162,1,D,,BCDCCD
6,9,1,7,574.9562,576.9055,1.949341,14,5,162,1,D,BCDCBDD,BCDCCDD
6,10,1,1,588.7338,590.4893,1.755554,5,16,162,1,A,,A
6,10,1,2,592.5005,593.7222,1.221619,16,1,-89.99998,2,D,,AD
6,10,1,3,595.7338,597.2896,1.555786,1,11,180,1,A,,ADA
6,10,1,4,599.3007,600.3789,1.078247,11,17,-108,1,C,,ADAC
6,10,1,5,602.4012,603.856,1.454834,17,5,-144,1,A,,ADACA
6,10,1,6,605.8671,610.5224,4.655273,5,13,-144,2,C,,ADACAC
6,10,1,7,612.5339,614.5778,2.043945,13,3,180,1,B,ADACACB,ADACACB
6,1,2,1,775.5444,777.2883,1.743896,0,11,162,1,A,,A
6,1,2,2,779.2995,781.1338,1.83429,11,3,144,1,A,,AA
6,1,2,3,783.1492,784.3444,1.195251,3,18,90,1,A,,AAA
6,1,2,4,786.3554,787.9552,1.599792,18,10,144,1,D,,AAAD
6,1,2,5,789.9664,791.556,1.589661,10,2,144,1,C,,AAADC
6,1,2,6,793.5723,794.6331,1.06073,2,7,-90,1,C,,AAADCC
6,1,2,7,796.6441,798.8168,2.172668,7,17,180,1,A,AAADCDA,AAADCCA
6,2,2,1,810.5552,812.2741,1.718872,17,6,-162,1,C,,C
6,2,2,2,814.2808,816.1997,1.918884,6,13,-126,1,B,,CB
6,2,2,3,818.2106,820.4899,2.279297,13,3,180,2,A,,CBA
6,2,2,4,822.5009,823.6271,1.126221,3,18,90,1,B,,CBAB
6,2,2,5,825.633,827.8368,2.203796,18,5,-126,2,C,,CBABC
6,2,2,6,829.8441,831.0937,1.249573,5,10,-90,1,A,,CBABCA
6,2,2,7,833.0998,834.9561,1.856262,10,16,-108,2,C,CBABCAB,CBABCAC
6,3,2,1,843.5882,844.7001,1.111938,16,10,108,1,B,,B
6,3,2,2,846.7112,848.2327,1.521484,10,2,144,1,B,,BB
6,3,2,3,850.2441,850.9888,0.7446899,2,7,-90,1,D,,BBD
6,3,2,4,853.0051,854.4004,1.395325,7,15,-144,1,C,,BBDC
6,3,2,5,856.4115,858.0218,1.610291,15,5,-180,1,B,,BBDCB
6,3,2,6,860.0322,861.5442,1.512024,5,13,-144,1,A,,BBDCBA
6,3,2,7,863.5562,865.0885,1.532349,13,18,-90.00001,2,D,BBDCBAB,BBDCBAD
6,4,2,1,878.1109,879.5337,1.422791,18,13,90.00001,2,D,,D
6,4,2,2,881.5446,883.0995,1.554932,13,5,144,1,D,,DD
6,4,2,3,885.1102,886.222,1.111877,5,0,90,1,A,,DDA
6,4,2,4,888.233,890.5218,2.288757,0,12,144,2,C,,DDAC
6,4,2,5,892.5331,897.0883,4.555237,12,2,-179.9802,3,B,,DDACB
6,4,2,6,899.1,901.1323,2.032349,2,13,162,1,C,,DDACBC
6,4,2,7,903.1438,904.8264,1.682556,13,6,126,1,B,DDACBCB,DDACBCB
6,5,2,1,917.8776,919.1656,1.288086,6,13,-126,1,D,,D
6,5,2,2,921.1773,922.7156,1.53833,13,3,180,1,A,,DA
6,5,2,3,924.7213,927.4996,2.778381,3,10,-126,1,A,,DAA
6,5,2,4,929.5114,930.8657,1.354248,10,2,144,1,B,,DAAB
6,5,2,5,932.8768,933.9881,1.111328,2,8,-108,1,D,,DAABD
6,5,2,6,935.9993,937.1992,1.199829,8,2,108,1,B,,DAABDB
6,5,2,7,939.21,940.6551,1.445068,2,10,-144,1,C,DAABDBC,DAABDBC
6,6,2,1,949.0884,950.8105,1.722107,10,0,180,1,D,,D
6,6,2,2,952.8215,953.6448,0.8233643,0,15,89.99999,1,D,,DD
6,6,2,3,955.6558,956.8659,1.210083,15,9,108,1,A,,DDA
6,6,2,4,958.877,960.0766,1.199646,9,3,108,1,A,,DDAA
6,6,2,5,962.0877,964.2994,2.21167,3,14,162,1,D,,DDAAD
6,6,2,6,966.3104,967.1884,0.8779907,14,1,-126,1,B,,DDAADB
6,6,2,7,969.2043,970.5768,1.372559,1,9,-144,1,A,DDAABAA,DDAADBA
6,7,2,1,981.6771,982.8213,1.144226,9,15,-108,1,C,,C
6,7,2,2,984.8325,985.6887,0.8562012,15,0,-89.99999,1,D,,CD
6,7,2,3,987.7001,989.6323,1.93219,0,10,-180,1,A,,CDA
6,7,2,4,991.6427,992.8442,1.201538,10,16,-108,1,B,,CDAB
6,7,2,5,994.8553,996.4767,1.621399,16,11,90.00001,2,D,,CDABD
6,7,2,6,998.4877,999.5596,1.071899,11,16,-90.00001,1,C,,CDABDC
6,7,2,7,1001.566,1002.699,1.132935,16,2,-108,1,B,CDABDCB,CDABDCB
6,8,2,1,1010.133,1011.455,1.322083,2,14,144,1,B,,B
6,8,2,2,1013.465,1014.277,0.8120728,14,9,90,1,C,,BC
6,8,2,3,1016.288,1018.226,1.937927,9,1,144,1,A,,BCA
6,8,2,4,1020.233,1022.999,2.766357,1,10,-162,2,B,,BCAB
6,8,2,5,1025.01,1025.954,0.944458,10,5,90,1,A,,BCABA
6,8,2,6,1027.966,1029.722,1.756104,5,15,180,1,A,,BCABAA
6,8,2,7,1031.737,1033.782,2.044434,15,5,-180,1,D,BCABAAD,BCABAAD
6,9,2,1,1041.232,1042.554,1.322021,5,0,90,2,A,,A
6,9,2,2,1044.566,1045.488,0.9219971,0,14,108,1,D,,AD
6,9,2,3,1047.499,1048.378,0.8790283,14,9,90,1,A,,ADA
6,9,2,4,1050.389,1055.733,5.343872,9,17,-144,5,A,,ADAA
6,9,2,5,1057.743,1058.655,0.9121094,17,12,90.00002,1,C,,ADAAC
6,9,2,6,1060.67,1061.611,0.9404297,12,18,-108,1,A,,ADAACA
6,9,2,7,1063.626,1065.544,1.918213,18,11,126,2,B,AACAABB,ADAACAB
6,10,2,1,1074.51,1075.877,1.366699,11,3,144,1,A,,A
6,10,2,2,1077.888,1080.654,2.766602,3,15,144,1,A,,AA
6,10,2,3,1082.665,1086.287,3.62207,15,4,-162,2,D,,AAD
6,10,2,4,1088.299,1090.799,2.49939,4,14,-180,1,B,,AADB
6,10,2,5,1092.811,1094.566,1.755127,14,7,126,1,A,,AADBA
6,10,2,6,1096.578,1097.688,1.110229,7,13,-108,1,C,,AADBAC
6,10,2,7,1099.7,1100.801,1.100708,13,7,108,1,B,AADBACB,AADBACB
6,1,3,1,1414.609,1415.453,0.8441162,16,1,-89.99998,1,B,,B
6,1,3,2,1417.465,1418.61,1.145386,1,16,89.99998,2,A,,BA
6,1,3,3,1420.622,1423.109,2.487061,16,6,-179.9802,1,B,,BAB
6,1,3,4,1425.121,1426.598,1.476563,6,13,-126,1,A,,BABA
6,1,3,5,1428.609,1430.003,1.394165,13,5,144,1,B,,BABAB
6,1,3,6,1432.009,1433.22,1.211548,5,0,90,2,B,,BABABB
6,1,3,7,1435.232,1436.331,1.099121,0,15,89.99999,2,C,BABABBC,BABABBC
6,2,3,1,1443.987,1444.798,0.8111572,15,0,-89.99999,1,B,,B
6,2,3,2,1446.809,1448.654,1.844604,0,15,89.99999,2,C,,BC
6,2,3,3,1450.669,1452.643,1.973511,15,9,108,1,D,,BCD
6,2,3,4,1454.654,1455.943,1.289307,9,2,126,2,C,,BCDC
6,2,3,5,1457.953,1458.998,1.044312,2,17,89.99998,1,C,,BCDCC
6,2,3,6,1461.009,1464.033,3.023804,17,9,144,1,D,,BCDCCD
6,2,3,7,1466.043,1467.52,1.476563,9,4,90,2,D,BADCDDD,BCDCCDD
6,3,3,1,1475.931,1478.932,3.000366,4,11,-126,2,D,,D
6,3,3,2,1480.943,1484.687,3.744019,11,18,-126,2,D,,DD
6,3,3,3,1486.698,1488.687,1.989136,18,4,-108,1,A,,DDA
6,3,3,4,1490.698,1492.464,1.766479,4,16,144,1,B,,DDAB
6,3,3,5,1494.476,1496.909,2.433228,16,4,-144,1,C,,DDABC
6,3,3,6,1498.92,1502.776,3.855957,4,12,-144,2,B,,DDABCB
6,3,3,7,1504.787,1506.242,1.455078,12,18,-108,1,D,DDABCBD,DDABCBD
6,4,3,1,1515.386,1517.464,2.077881,18,11,126,1,A,,A
6,4,3,2,1519.476,1520.42,0.9440918,11,6,90.00001,1,D,,AD
6,4,3,3,1522.431,1523.454,1.023193,6,11,-90.00001,2,D,,ADD
6,4,3,4,1525.466,1526.52,1.054321,11,0,-162,1,B,,ADDB
6,4,3,5,1528.531,1529.698,1.166748,0,5,-90,1,B,,ADDBB
6,4,3,6,1531.717,1535.432,3.714966,5,10,-90,3,A,,ADDBBA
6,4,3,7,1537.443,1541.225,3.782104,10,18,-144,2,B,ADDBBAB,ADDBBAB
6,5,3,1,1549.442,1551.776,2.333862,18,8,180,1,C,,C
6,5,3,2,1553.787,1554.631,0.8446045,8,15,-126,1,B,,CB
6,5,3,3,1556.642,1558.987,2.344604,15,7,144,2,B,,CBB
6,5,3,4,1560.998,1563.743,2.745361,7,12,-90,3,C,,CBBC
6,5,3,5,1565.754,1568.353,2.599243,12,4,144,1,A,,CBBCA
6,5,3,6,1570.364,1572.143,1.779175,4,11,-126,2,B,,CBBCAB
6,5,3,7,1574.154,1575.758,1.603882,11,16,-90.00001,1,B,CBBCABB,CBBCABB
6,6,3,1,1583.587,1586.109,2.522095,16,7,162,1,D,,D
6,6,3,2,1588.12,1589.242,1.121948,7,12,-90,2,C,,DC
6,6,3,3,1591.254,1592.165,0.9110107,12,17,-90.00002,2,B,,DCB
6,6,3,4,1594.176,1597.609,3.432617,17,6,-162,2,B,,DCBB
6,6,3,5,1599.62,1601.198,1.577637,6,17,162,1,A,,DCBBA
6,6,3,6,1603.209,1604.765,1.555908,17,10,126,1,B,,DCBBAB
6,6,3,7,1606.776,1609.408,2.632568,10,3,126,2,A,DCBBABA,DCBBABA
6,7,3,1,1617.998,1621.336,3.338257,3,16,126,1,D,,D
6,7,3,2,1623.342,1627.787,4.444702,16,6,-179.9802,2,C,,DC
6,7,3,3,1629.798,1631.209,1.410645,6,17,162,1,B,,DCB
6,7,3,4,1633.22,1634.92,1.699585,17,6,-162,1,C,,DCBC
6,7,3,5,1636.931,1638.831,1.899414,6,12,-108,1,A,,DCBCA
6,7,3,6,1640.842,1642.075,1.23291,12,17,-90.00002,1,B,,DCBCAB
6,7,3,7,1644.087,1646.81,2.723145,17,9,144,2,D,DCBCABD,DCBCABD
6,8,3,1,1655.365,1656.586,1.221558,9,4,90,1,D,,D
6,8,3,2,1658.598,1660.831,2.233154,4,14,-180,2,C,,DC
6,8,3,3,1662.847,1665.364,2.51709,14,2,-144,1,D,,DCD
6,8,3,4,1667.375,1670.242,2.866943,2,16,108,2,C,,DCDC
6,8,3,5,1672.254,1673.376,1.122437,16,11,90.00001,1,B,,DCDCB
6,8,3,6,1675.387,1679.054,3.666748,11,1,-180,1,D,,DCDCBD
6,8,3,7,1681.06,1682.277,1.217041,1,17,71.99998,1,B,DCDCBDB,DCDCBDB
6,9,3,1,1691.231,1694.398,3.166626,17,4,-126,1,C,,C
6,9,3,2,1696.409,1698.431,2.021362,4,10,-108,1,D,,CD
6,9,3,3,1700.442,1703.276,2.834229,10,5,90,1,B,,CDB
6,9,3,4,1705.287,1707.42,2.133179,5,12,-126,1,B,,CDBB
6,9,3,5,1709.431,1711.342,1.910889,12,2,-179.9802,1,C,,CDBBC
6,9,3,6,1713.353,1715.209,1.855469,2,13,162,1,C,,CDBBCC
6,9,3,7,1717.22,1719.009,1.788574,13,0,-126,1,D,DCBBCDA,CDBBCCD
6,10,3,1,1728.208,1730.536,2.327393,0,13,126,1,B,,B
6,10,3,2,1732.542,1733.806,1.263916,13,2,-162,1,C,,BC
6,10,3,3,1735.813,1737.959,2.146729,2,9,-126,1,A,,BCA
6,10,3,4,1739.965,1741.464,1.49939,9,0,162,1,A,,BCAA
6,10,3,5,1743.475,1748.854,5.378296,0,16,71.99998,3,D,,BCAAD
6,10,3,6,1750.864,1751.831,0.9667969,16,9,126,1,C,,BCAADC
6,10,3,7,1753.846,1758.108,4.261719,9,17,-144,3,A,BCAADBA,BCAADCA
