Participant_ID,Referencepoint_Distance,Obstacle_Distance,Correct_Answer
1,195,-20,True
1,195,-25,True
1,195,-30,True
1,195,30,True
1,195,25,True
1,195,15,True
1,195,20,True
1,195,-30,True
1,195,-15,True
1,195,15,True
1,195,-20,True
1,195,5,True
1,195,25,True
1,195,30,True
1,195,-10,True
1,195,10,True
1,195,20,True
1,195,-10,True
1,195,10,True
1,195,-5,True
1,195,5,True
1,195,-25,True
1,195,-15,True
1,195,-5,True
