Participant_ID,Referencepoint_Distance,Obstacle_Distance,Correct_Answer
5,125,-30,True
5,125,-20,True
5,125,10,True
5,125,5,True
5,125,-15,True
5,125,25,True
5,125,15,False
5,125,-25,True
5,125,30,True
5,125,-10,True
5,125,25,True
5,125,-5,True
5,125,5,True
5,125,15,True
5,125,10,True
5,125,20,True
5,125,30,True
5,125,20,True
5,125,-25,True
5,125,-15,True
5,125,-10,True
5,125,-5,True
5,125,-30,True
5,125,-20,True
