Participant_ID,Referencepoint_Distance,Obstacle_Distance,Correct_Answer
2,195,20,True
2,195,-30,True
2,195,-5,True
2,195,-10,True
2,195,30,True
2,195,10,True
2,195,-10,True
2,195,25,True
2,195,-25,True
2,195,-5,True
2,195,-15,True
2,195,10,True
2,195,30,True
2,195,15,True
2,195,15,False
2,195,20,True
2,195,-30,True
2,195,5,False
2,195,-20,True
2,195,-25,True
2,195,-20,True
2,195,25,True
2,195,-15,True
2,195,5,False
