Participant_ID,Referencepoint_Distance,Obstacle_Distance,Correct_Answer
3,125,30,True
3,125,-5,True
3,125,-30,True
3,125,15,True
3,125,-20,True
3,125,20,True
3,125,-10,True
3,125,25,True
3,125,30,True
3,125,-25,True
3,125,5,True
3,125,-20,True
3,125,-5,True
3,125,20,True
3,125,-30,True
3,125,-15,True
3,125,25,True
3,125,5,True
3,125,-25,True
3,125,10,True
3,125,-15,True
3,125,10,True
3,125,-10,True
3,125,15,True
