Participant_ID,Referencepoint_Distance,Obstacle_Distance,Correct_Answer
5,55,25,True
5,55,-15,True
5,55,-30,True
5,55,30,True
5,55,-15,True
5,55,20,True
5,55,10,True
5,55,-10,True
5,55,-10,True
5,55,-5,False
5,55,5,True
5,55,15,True
5,55,10,True
5,55,25,False
5,55,-20,True
5,55,20,False
5,55,-25,True
5,55,-25,True
5,55,5,True
5,55,30,True
5,55,-5,True
5,55,-20,True
5,55,-30,True
5,55,15,True
