Subject,trial_id,condition_id,object_number,start_time,end_time,duration,start_position,end_position,distance,hit_try,letter,input_letters,right_letters
3,1,2,1,244.4021,245.9576,1.555435,1,14,126,1,B,,B
3,1,2,2,247969,249.5847,1.615616,14,5,162,1,D,,BD
3,1,2,3,251.5916,252.6344,1.04277,5,10,-90,1,C,,BDC
3,1,2,4,254646,256.4132,1.767227,10,1,162,2,A,,BDCA
3,1,2,5,258.4292,259.8792,1.450043,1,13,144,1,C,,BDCAC
3,1,2,6,261.8902,263.9348,2.044556,13,2,-162,1,D,,BDCACD
3,1,2,7,265.9458,267.8795,1.933685,2,12,179.9802,1,B,BDACBDC,BDCACDB
3,2,2,1,285.1578,287.2794,2.121613,12,2,-179.9802,1,D,,D
3,2,2,2,289.2905,290.4018,1.111359,2,18,71.99999,2,D,,DD
3,2,2,3,292.4126,293.7689,1.356354,18,10,144,1,A,,DDA
3,2,2,4,295.7797,296.8459,1.066193,10,15,-90.00001,1,D,,DDAD
3,2,2,5,298.8574,300.9351,2.077698,15,7,144,2,B,,DDADB
3,2,2,6,302.9459,304.1017,1.155762,7,1,108,1,C,,DDADBC
3,2,2,7,306.1126,307.7792,1.666595,1,6,-90,1,C,DDADBCB,DDADBCC
3,3,2,1,318.9134,321.1021,2.18869,6,17,162,1,D,,D
3,3,2,2,323.1128,325.0129,1.900055,17,10,126,2,B,,DB
3,3,2,3,327.0288,328.2236,1.194794,10,4,108,1,A,,DBA
3,3,2,4,330.2347,331.8741,1.639404,4,13,-162,1,B,,DBAB
3,3,2,5,333.88,335.4793,1.599274,13,0,-126,1,A,,DBABA
3,3,2,6,337.49,339.7903,2.300354,0,8,-144,1,B,,DBABAB
3,3,2,7,341.8103,343.3456,1.535278,8,15,-126,1,C,DBABABC,DBABABC
3,4,2,1,351.1796,352.9792,1.799561,15,6,162,1,B,,B
3,4,2,2,354.9902,356.0455,1.055267,6,11,-90.00001,1,A,,BA
3,4,2,3,358.0572,359.1903,1.133179,11,16,-90.00001,1,D,,BAD
3,4,2,4,361.2015,362646,1.444489,16,3,-126,1,B,,BADB
3,4,2,5,364.6568,365.9467,1.289825,3,9,-108,1,C,,BADBC
3,4,2,6,367.9572,369.1567,1.199524,9,3,108,1,C,,BADBCC
3,4,2,7,371.1677,372.6794,1.511688,3,10,-126,1,B,BADBCCB,BADBCCB
3,5,2,1,381.3681,382.8129,1.444824,10,16,-108,1,C,,C
3,5,2,2,384.8234,386.4729,1.649506,16,6,-179.9802,1,D,,CD
3,5,2,3,388.4792,390.0511,1.571838,6,1,90,2,B,,CDB
3,5,2,4,392.0573,393.2904,1.233154,1,6,-90,1,B,,CDBB
3,5,2,5,395.3018,396.9348,1.632965,6,14,-144,1,A,,CDBBA
3,5,2,6,398.9462,400.2343,1.288086,14,0,-108,1,D,,CDBBAD
3,5,2,7,402.2458,404.0786,1.832703,0,6,-108,1,B,CDBBABC,CDBBADB
3,6,2,1,414.5126,416.0569,1.544281,6,0,108,1,A,,A
3,6,2,2,418.0678,419.0233,0.9554443,0,17,53.99997,1,C,,AC
3,6,2,3,421.0345,422.5458,1.511292,17,9,144,1,B,,ACB
3,6,2,4,424.5623,426.2234,1.661133,9,17,-144,1,D,,ACBD
3,6,2,5,428.2349,429.3463,1.111359,17,2,-89.99998,1,C,,ACBDC
3,6,2,6,431.3568,433.0905,1.733643,2,14,144,1,B,,ACBDCB
3,6,2,7,435.1016,437.1457,2.044098,14,5,162,1,A,BCADBCD,ACBDCBA
3,7,2,1,480.2012,481.4794,1.278229,5,10,-90,1,C,,C
3,7,2,2,483.4901,486495,3.004883,10,2,144,2,C,,CC
3,7,2,3,488.5014,489.4794,0.9780273,2,18,71.99999,1,C,,CCC
3,7,2,4,491.4899,493.0564,1.566498,18,10,144,1,D,,CCCD
3,7,2,5,495.0674,496295,1.2276,10,4,108,1,D,,CCCDD
3,7,2,6,498.3015,500.0674,1.76593,4,17,126,1,D,,CCCDDD
3,7,2,7,502.0794,503.7616,1.68222,17,9,144,1,D,CCCDDDD,CCCDDDD
3,8,2,1,510523,512.39,1.866974,9,0,162,1,D,,D
3,8,2,2,514.4014,515.6448,1.243408,0,11,162,1,C,,DC
3,8,2,3,517.6566,519.4125,1.755981,11,0,-162,1,D,,DCD
3,8,2,4,521423,522634,1.21106,0,14,108,1,A,,DCDA
