Subject,trial_id,condition_id,object_number,start_time,end_time,duration,start_position,end_position,distance,hit_try,letter,input_letters,right_letters
2,9,1,3,1010702,1013264,2.561462,11,18,-126,1,B,,CDB
2,9,1,4,1015274,1016464,1.189575,18,13,90.00001,1,C,,CDBC
2,9,1,5,1018.48,1020097,1.617493,13,0,-126,1,A,,CDBCA
2,9,1,6,1022108,1024264,2.156372,0,10,-180,1,B,,CDBCAB
2,9,1,7,1026275,1027931,1.655762,10,18,-144,1,C,CDBCABC,CDBCABC
2,10,1,1,1034654,1036342,1.68811,18,10,144,1,D,,D
2,10,1,2,1038353,1039264,0.9108887,10,15,-90.00001,1,B,,DB
2,10,1,3,1041275,1042708,1.433472,15,1,-108,1,C,,DBC
2,10,1,4,1044.72,1046886,2.166016,1,11,180,1,D,,DBCD
2,10,1,5,1048897,1050364,1.466431,11,5,108,1,D,,DBCDD
2,10,1,6,1052375,1054397,2.022339,5,14,-162,1,C,,DBCDDC
2,10,1,7,1056409,1057742,1.333008,14,8,108,1,C,BDDCDCC,DBCDDCC
2,1,3,1,1234298,1235397,1.099609,0,6,-108,1,A,,A
2,1,3,2,1237408,1239964,2.55542,6,15,-162,1,D,,AD
2,1,3,3,1241976,1242814,0.8378906,15,1,-108,1,D,,ADD
2,1,3,4,1244.82,1246081,1.260254,1,14,126,1,C,,ADDC
2,1,3,5,1248086,1249908,1.821899,14,6,144,1,A,,ADDCA
2,1,3,6,1251.92,1254698,2.77832,6,1,90,1,D,,ADDCAD
2,1,3,7,1256709,1257.28,0.5714111,1,18,53.99999,1,A,ADDCADA,ADDCADA
2,2,3,1,1265965,1268819,2.854248,18,11,126,1,C,,C
2,2,3,2,1270831,1272525,1.693848,11,3,144,1,C,,CC
2,2,3,3,1274531,1276764,2.232788,3,11,-144,1,D,,CCD
2,2,3,4,1278775,1279875,1.100098,11,0,-162,1,B,,CCDB
2,2,3,5,1281886,1284331,2.444824,0,11,162,1,B,,CCDBB
2,2,3,6,1286348,1288742,2.394043,11,3,144,1,D,,CCDBBD
2,2,3,7,1290753,1293475,2.721924,3,9,-108,1,D,CCDBBDC,CCDBBDD
2,3,3,1,1307775,1310464,2.688965,9,17,-144,1,A,,A
2,3,3,2,1312.48,1314419,1.939209,17,11,108,1,C,,AC
2,3,3,3,1316431,1318864,2.433472,11,5,108,1,D,,ACD
2,3,3,4,1320.88,1323186,2.306152,5,17,144,2,C,,ACDC
2,3,3,5,1325198,1327008,1.810303,17,7,-180,1,A,,ACDCA
2,3,3,6,1329019,1329753,0.7336426,7,12,-90,1,D,,ACDCAD
2,3,3,7,1331769,1334519,2.749878,12,7,90,1,C,ACDCADC,ACDCADC
2,4,3,1,1344353,1345308,0.9553223,7,1,108,2,D,,D
2,4,3,2,1347324,1349875,2.550781,1,7,-108,1,A,,DA
2,4,3,3,1351886,1353664,1.777832,7,1,108,1,C,,DAC
2,4,3,4,1355675,1357.03,1.355347,1,13,144,1,D,,DACD
2,4,3,5,1359042,1361042,2.00061,13,5,144,1,D,,DACDD
2,4,3,6,1363053,1365865,2.811768,5,15,180,1,A,,DACDDA
2,4,3,7,1367875,1369197,1.322266,15,5,-180,1,B,DACDDAB,DACDDAB
2,5,3,1,1376475,1379564,3.089355,5,14,-162,1,C,,C
2,5,3,2,1381575,1383008,1.433472,14,4,180,1,D,,CD
2,5,3,3,1385019,1387741,2.722046,4,18,108,1,B,,CDB
2,5,3,4,1389753,1392264,2.51123,18,5,-126,1,C,,CDBC
2,5,3,5,1394275,1396502,2.227295,5,18,126,1,B,,CDBCB
2,5,3,6,1398509,1399364,0.8552246,18,13,90.00001,1,D,,CDBCBD
2,5,3,7,1401375,1403.23,1.855469,13,4,162,1,D,CDBCBDD,CDBCBDD
2,6,3,1,1410775,1412992,2.216797,4,17,126,1,D,,D
2,6,3,2,1414998,1417198,2.200073,17,5,-144,1,B,,DB
2,6,3,3,1419209,1421008,1.799561,5,12,-126,1,D,,DBD
2,6,3,4,1423.02,1426241,3.22168,12,4,144,1,B,,DBDB
2,6,3,5,1428253,1429541,1.288818,4,14,-180,1,B,,DBDBB
2,6,3,6,1431552,1435242,3.689819,14,3,-162,2,B,,DBDBBB
2,6,3,7,1437253,1438364,1.111084,3,13,-180,1,C,DBDBDBC,DBDBBBC
2,7,3,1,1445287,1447186,1.899536,13,5,144,1,B,,B
2,7,3,2,1449197,1450397,1.199707,5,13,-144,1,A,,BA
2,7,3,3,1452408,1454.73,2.32251,13,4,162,1,D,,BAD
2,7,3,4,1456742,1458725,1.983887,4,17,126,1,A,,BADA
2,7,3,5,1460732,1462364,1.632324,17,5,-144,1,B,,BADAB
2,7,3,6,1464375,1465897,1.522461,5,11,-108,1,A,,BADABA
2,7,3,7,1467908,1468797,0.8890381,11,6,90.00001,1,C,BADABAC,BADABAC
2,8,3,1,1475.23,1477286,2.056274,6,15,-162,1,D,,D
2,8,3,2,1479297,1481042,1.744385,15,7,144,1,D,,DD
2,8,3,3,1483053,1484042,0.9888916,7,13,-108,1,B,,DDB
2,8,3,4,1486053,1489064,3.010986,13,6,126,1,A,,DDBA
2,8,3,5,1491075,1492842,1.766479,6,13,-126,1,A,,DDBAA
2,8,3,6,1494853,1495642,0.7891846,13,18,-90.00001,1,C,,DDBAAC
2,8,3,7,1497653,1500053,2.400146,18,10,144,1,B,DDBAACD,DDBAACB
2,9,3,1,1507742,1510.22,2.477783,10,15,-90.00001,1,C,,C
2,9,3,2,1512.23,1513326,1.095581,15,2,-126,1,D,,CD
2,9,3,3,1515331,1517919,2.588379,2,7,-90,1,C,,CDC
2,9,3,4,1519931,1520947,1.016602,7,15,-144,1,C,,CDCC
2,9,3,5,1522953,1525364,2.410767,15,9,108,1,C,,CDCCC
2,9,3,6,1527375,1528.12,0.7449951,9,3,108,1,A,,CDCCCA
2,9,3,7,1530131,1531786,1.655396,3,12,-162,1,D,CDCCCAD,CDCCCAD
2,10,3,1,1539819,1542486,2.66687,12,6,108,1,C,,C
2,10,3,2,1544497,1546286,1.789063,6,18,144,1,A,,CA
2,10,3,3,1548302,1550375,2.072632,18,12,108,1,A,,CAA
2,10,3,4,1552386,1553.53,1.143921,12,7,90,2,C,,CAAC
2,10,3,5,1555542,1557192,1.64978,7,13,-108,1,A,,CAACA
2,10,3,6,1559198,1561364,2.166016,13,4,162,1,D,,CAACAD
2,10,3,7,1563375,1564664,1.289063,4,11,-126,1,B,CAACABD,CAACADB
