Subject,trial_id,condition_id,object_number,start_time,end_time,duration,start_position,end_position,distance,hit_try,letter,input_letters,right_letters
4,1,3,1,305.2757,307.3923,2.116577,9,4,90,1,B,,B
4,1,3,2,309.3984,313.4749,4.076477,4,18,108,1,D,,BD
4,1,3,3,315.4862,318.7863,3.300171,18,9,162,1,B,,BDB
4,1,3,4,320.7969,324.0637,3.266754,9,16,-126,1,C,,BDBC
4,1,3,5,326075,329275,3.200012,16,8,144,1,A,,BDBCA
4,1,3,6,331.2866,334.7756,3.489014,8,14,-108,1,D,,BDBCAD
4,1,3,7,336.7862,339.3528,2.566589,14,5,162,1,A,BDBCADA,BDBCADA
4,2,3,1,348.9533,352.2302,3.276917,5,15,180,1,C,,C
4,2,3,2,354.2421,356.1968,1.954712,15,5,-180,1,D,,CD
4,2,3,3,358.2083,359586,1.377686,5,11,-108,1,A,,CDA
4,2,3,4,361.5971,365.3973,3.80014,11,6,90.00001,1,B,,CDAB
4,2,3,5,367.4133,370.0642,2.650879,6,13,-126,1,B,,CDABB
4,2,3,6,372.08,373.6581,1.578125,13,7,108,1,A,,CDABBA
4,2,3,7,375.6646,380.1638,4.499146,7,18,162,1,B,CDABBAA,CDABBAB
4,3,3,1,397.4084,400.9974,3.58905,18,10,144,1,D,,D
4,3,3,2,403.0082,405547,2.538788,10,1,162,1,D,,DD
4,3,3,3,407.5533,409.7309,2.177643,1,14,126,1,B,,DDB
4,3,3,4,411.7472,413.4637,1.716522,14,3,-162,1,D,,DDBD
4,3,3,5,415.4796,417.3309,1.851349,3,8,-90.00001,1,A,,DDBDA
4,3,3,6,419.3418,426.0076,6.665833,8,0,144,1,A,,DDBDAA
4,3,3,7,428.0194,430.3636,2.344238,0,14,108,1,C,DDBDAAC,DDBDAAC
4,4,3,1,441364,444.6301,3.266174,14,4,180,1,A,,A
4,4,3,2,446.6413,450.8124,4.171173,4,15,162,1,A,,AA
4,4,3,3,452.8203,455.5411,2.720825,15,6,162,1,D,,AAD
4,4,3,4,457.5529,459.8419,2.289032,6,12,-108,1,A,,AADA
4,4,3,5,461.8529,464664,2.811157,12,4,144,1,D,,AADAD
4,4,3,6,466.6749,468.8414,2.166504,4,17,126,1,A,,AADADA
4,4,3,7,470.8581,472.5301,1.671997,17,11,108,1,C,AADADAC,AADADAC
4,5,3,1,482.8199,484.8968,2.076843,11,17,-108,1,C,,C
4,5,3,2,486.9077,488.9308,2.023102,17,6,-162,1,D,,CD
4,5,3,3,490.9416,494.7636,3.822021,6,13,-126,1,D,,CDD
4,5,3,4,496.7749,500.1241,3.349152,13,4,162,1,D,,CDDD
4,5,3,5,502.1311,504.8752,2.744141,4,13,-162,1,A,,CDDDA
4,5,3,6,506.8864,510.5528,3.666351,13,2,-162,1,C,,CDDDAC
4,5,3,7,512564,517.0799,4.515869,2,10,-144,1,B,CDDDADC,CDDDACB
4,6,3,1,544.4316,548.2529,3.82135,10,17,-126,1,A,,A
4,6,3,2,550.2637,551.9856,1.721924,17,4,-126,1,B,,AB
4,6,3,3,553.9969,557.5075,3.51062,4,14,-180,1,A,,ABA
4,6,3,4,559.5249,561.9415,2.416626,14,3,-162,1,D,,ABAD
4,6,3,5,563.9526,567408,3.455444,3,10,-126,1,C,,ABADC
4,6,3,6,569.4193,573.3079,3.888611,10,1,162,1,B,,ABADCB
4,6,3,7,575.3192,583.2194,7.900208,1,6,-90,1,B,ABADADC,ABADCBB
4,7,3,1,634.8417,638.8801,4.038452,6,0,108,1,C,,C
4,7,3,2,640.8861,643.7197,2.833557,0,6,-108,1,B,,CB
