4,2,5,True
4,2,-15,True
4,2,-20,True
4,2,25,True
4,2,-10,True
4,2,20,True
4,2,15,False
4,2,25,True
4,2,30,True
4,2,10,True
4,2,-10,True
4,2,-30,True
4,2,-5,True
4,2,30,True
4,2,-30,True
4,2,20,True
4,2,15,True
4,2,-15,True
4,2,-25,True
4,2,-25,True
4,2,10,False
4,2,-5,True
4,2,-20,True
5,2,20,True
5,2,-5,True
5,2,-15,True
5,2,20,True
5,2,5,False
5,2,-10,True
5,2,15,True
5,2,-30,True
5,2,15,True
5,2,10,True
5,2,-10,True
5,2,-20,False
5,2,25,True
5,2,-20,True
5,2,30,True
5,2,30,True
5,2,10,True
5,2,-25,True
5,2,5,True
5,2,25,True
5,2,-5,True
5,2,-15,True
5,2,-30,True
5,2,-25,True
0,3,10,True
0,3,-30,True
0,3,15,True
0,3,-15,True
0,3,15,True
0,3,-10,True
0,3,20,True
0,3,25,True
0,3,5,True
0,3,20,True
0,3,10,True
0,3,-5,True
0,3,-15,False
0,3,-20,True
0,3,-30,True
0,3,-25,True
0,3,-10,False
0,3,30,True
0,3,5,True
0,3,25,True
0,3,-5,True
0,3,-25,True
0,3,30,True
0,3,-20,True
1,3,-30,True
1,3,30,True
1,3,25,True
1,3,15,True
1,3,15,True
1,3,-25,True
1,3,-30,True
1,3,-15,True
1,3,5,True
1,3,-10,True
1,3,-5,True
1,3,-15,True
1,3,5,True
1,3,10,True
1,3,10,False
1,3,-25,True
1,3,20,True
1,3,-20,True
1,3,25,True
1,3,-5,True
1,3,30,True
1,3,20,True
1,3,-10,True
1,3,-20,True
2,3,10,True
2,3,25,True
2,3,15,True
2,3,10,True
2,3,-25,True
2,3,-20,True
2,3,5,True
2,3,25,True
2,3,-15,True
2,3,-25,True
2,3,-10,True
2,3,-10,True
2,3,-5,True
2,3,-5,False
2,3,20,True
2,3,-20,True
2,3,30,True
2,3,-15,True
2,3,20,True
2,3,-30,True
2,3,15,True
2,3,-30,True
2,3,5,True
2,3,30,True
3,3,5,False
3,3,-15,True
3,3,-15,True
3,3,-20,True
3,3,10,True
3,3,-10,True
3,3,25,True
3,3,10,True
3,3,-10,True
3,3,-5,True
3,3,-30,True
3,3,30,True
3,3,20,True
3,3,-25,True
3,3,20,True
3,3,15,True
3,3,-5,True
3,3,-25,True
3,3,30,True
3,3,15,True
3,3,-30,True
3,3,25,True
3,3,-20,True
3,3,5,True
4,3,-25,True
4,3,15,True
4,3,-10,True
4,3,20,True
4,3,30,True
4,3,10,True
4,3,25,True
4,3,-20,True
4,3,-30,True
4,3,15,True
4,3,-5,False
4,3,-25,True
4,3,20,True
4,3,30,True
4,3,5,True
4,3,-5,False
4,3,25,True
4,3,-30,True
4,3,10,True
4,3,-20,True
4,3,5,True
4,3,-15,True
4,3,-10,False
4,3,-15,True
5,3,-30,True
5,3,-20,False
5,3,20,True
5,3,10,True
5,3,15,True
5,3,15,True
5,3,25,True
5,3,-25,True
5,3,-30,True
5,3,10,True
5,3,-10,True
5,3,5,True
5,3,25,True
5,3,-15,True
5,3,30,True
5,3,-20,False
5,3,-5,False
5,3,20,True
5,3,-15,True
5,3,-5,True
5,3,30,True
5,3,-10,True
5,3,5,True
5,3,-25,True
