0,1,-25,True
0,1,5,True
0,1,30,True
0,1,10,True
0,1,20,True
0,1,20,True
0,1,-10,True
0,1,-30,True
0,1,-5,False
0,1,15,True
0,1,30,True
0,1,-25,True
0,1,10,True
0,1,5,True
0,1,-5,True
0,1,-20,True
0,1,-10,True
0,1,25,True
0,1,25,True
0,1,-15,True
0,1,-15,True
0,1,-20,True
0,1,15,True
0,1,-30,True
1,1,-20,True
1,1,-15,True
1,1,5,True
1,1,20,False
1,1,15,False
1,1,-10,True
1,1,10,True
1,1,5,False
1,1,-30,True
1,1,10,True
1,1,25,True
1,1,30,True
1,1,-10,True
1,1,30,True
1,1,-25,True
1,1,-20,True
1,1,-30,True
1,1,-15,True
1,1,-25,True
1,1,-5,True
1,1,15,True
1,1,20,True
1,1,-5,True
1,1,25,True
2,1,15,True
2,1,10,True
2,1,-25,True
2,1,-20,True
2,1,-30,True
2,1,-20,True
2,1,30,True
2,1,20,True
2,1,15,True
2,1,-30,True
2,1,-10,True
2,1,25,True
2,1,-5,True
2,1,5,True
2,1,5,True
2,1,20,True
2,1,10,True
2,1,-25,True
2,1,-15,True
2,1,25,True
2,1,-5,True
2,1,-10,True
2,1,-15,True
2,1,30,True
3,1,30,True
3,1,-5,True
3,1,-30,True
3,1,15,True
3,1,-20,True
3,1,20,True
3,1,-10,True
3,1,25,True
3,1,30,True
3,1,-25,True
3,1,5,True
3,1,-20,True
3,1,-5,True
3,1,20,True
3,1,-30,True
3,1,-15,True
3,1,25,True
3,1,5,True
3,1,-25,True
3,1,10,True
3,1,-15,True
3,1,10,True
3,1,-10,True
3,1,15,True
4,1,-30,True
4,1,-20,True
4,1,10,True
4,1,5,True
4,1,-15,True
4,1,25,True
4,1,15,False
4,1,-25,True
4,1,30,True
4,1,-10,True
4,1,25,True
4,1,-5,True
4,1,5,True
4,1,15,True
4,1,10,True
4,1,20,True
4,1,30,True
4,1,20,True
4,1,-25,True
4,1,-15,True
4,1,-10,True
4,1,-5,True
4,1,-30,True
4,1,-20,True
5,1,-25,True
5,1,-30,True
5,1,-5,False
5,1,-10,True
5,1,-5,True
5,1,5,True
5,1,-20,True
5,1,-25,True
5,1,-30,True
5,1,10,True
5,1,20,True
5,1,15,True
5,1,-20,True
5,1,20,True
5,1,-15,False
5,1,25,True
5,1,25,True
5,1,-10,True
5,1,30,True
5,1,15,False
5,1,5,False
5,1,10,True
5,1,30,True
5,1,-15,True
0,2,25,True
0,2,-25,True
0,2,-25,True
0,2,30,True
0,2,-10,True
0,2,20,True
0,2,20,True
0,2,30,True
0,2,-30,True
0,2,-30,True
0,2,-15,True
0,2,25,True
0,2,-20,True
0,2,10,True
0,2,5,True
0,2,-10,True
0,2,5,True
0,2,15,True
0,2,-20,True
0,2,10,True
0,2,15,True
0,2,-5,True
0,2,-15,True
0,2,-5,True
1,2,-20,True
1,2,-25,True
1,2,-30,True
1,2,30,True
1,2,25,True
1,2,15,True
1,2,20,True
1,2,-30,True
1,2,-15,True
1,2,15,True
1,2,-20,True
1,2,5,True
1,2,25,True
1,2,30,True
1,2,-10,True
1,2,10,True
1,2,20,True
1,2,-10,True
1,2,10,True
1,2,-5,True
1,2,5,True
1,2,-25,True
1,2,-15,True
1,2,-5,True
2,2,20,True
2,2,-30,True
2,2,-5,True
2,2,-10,True
2,2,30,True
2,2,10,True
2,2,-10,True
2,2,25,True
2,2,-25,True
2,2,-5,True
2,2,-15,True
2,2,10,True
2,2,30,True
2,2,15,True
2,2,15,False
2,2,20,True
2,2,-30,True
2,2,5,False
2,2,-20,True
2,2,-25,True
2,2,-20,True
2,2,25,True
2,2,-15,True
2,2,5,False
3,2,10,True
3,2,15,True
3,2,25,True
3,2,-10,True
3,2,10,True
3,2,5,True
3,2,20,True
3,2,-5,True
3,2,-15,True
3,2,-25,True
3,2,30,True
3,2,-30,True
3,2,-25,True
3,2,15,True
3,2,30,True
3,2,20,True
3,2,-10,True
3,2,5,True
3,2,-5,True
3,2,-20,True
3,2,-30,True
3,2,-20,True
3,2,-15,True
3,2,25,True
4,2,5,True
